id,contract,venue,desk,trader,bid,ask,spread,filled,status,trendSeed,updatedAt
29647,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,90.20,90.30,0.10,54,Monitoring,12,2s ago
29648,Wheat Mar 26,Sao Paulo,D-628,Noah Park,91.90,92.05,0.15,67,At risk,13,3s ago
29649,Copper May 26,Chicago,D-844,Iris Chen,61.60,61.80,0.20,80,Open,14,4s ago
29650,Nickel Jul 26,Singapore,D-1071,Sofia Bell,63.30,63.55,0.25,93,Filled,15,5s ago
29651,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,65.00,65.05,0.05,10,Monitoring,16,1s ago
29652,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,66.70,66.80,0.10,23,At risk,17,2s ago
29653,Cocoa Jan 26,Chicago,D-251,Maya Chen,68.40,68.55,0.15,36,Open,18,3s ago
29654,Cotton Mar 26,Singapore,D-628,Noah Park,70.10,70.30,0.20,49,Filled,19,4s ago
29655,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,71.80,72.05,0.25,62,Monitoring,20,5s ago
29656,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,73.50,73.55,0.05,75,At risk,21,1s ago
29657,Copper Sep 26,Chicago,D-1563,Theo Ivanov,75.20,75.30,0.10,88,Open,22,2s ago
29658,Nickel Nov 26,Singapore,D-2874,Luca Perez,76.90,77.05,0.15,8,Filled,23,3s ago
29659,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,78.60,78.80,0.20,18,Monitoring,24,4s ago
29660,Lithium Mar 26,Sao Paulo,D-628,Noah Park,80.30,80.55,0.25,31,At risk,25,5s ago
29661,Cocoa May 26,Chicago,D-844,Iris Chen,82.00,82.05,0.05,44,Open,26,1s ago
29662,Cotton Jul 26,Singapore,D-1071,Sofia Bell,83.70,83.80,0.10,57,Filled,27,2s ago
29663,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,85.40,85.55,0.15,70,Monitoring,28,3s ago
29664,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,87.10,87.30,0.20,83,At risk,29,4s ago
29665,Copper Jan 26,Chicago,D-251,Maya Chen,88.80,89.05,0.25,8,Open,12,5s ago
29666,Nickel Mar 26,Singapore,D-628,Noah Park,90.50,90.55,0.05,13,Filled,13,1s ago
29667,Aluminum May 26,Frankfurt,D-844,Iris Chen,60.20,60.30,0.10,26,Monitoring,14,2s ago
29668,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,61.90,62.05,0.15,39,At risk,15,3s ago
29669,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,63.60,63.80,0.20,52,Open,16,4s ago
29670,Cotton Nov 26,Singapore,D-2874,Luca Perez,65.30,65.55,0.25,65,Filled,17,5s ago
29671,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,67.00,67.05,0.05,78,Monitoring,18,1s ago
29672,Wheat Mar 26,Sao Paulo,D-628,Noah Park,68.70,68.80,0.10,91,At risk,19,2s ago
29673,Copper May 26,Chicago,D-844,Iris Chen,70.40,70.55,0.15,8,Open,20,3s ago
29674,Nickel Jul 26,Singapore,D-1071,Sofia Bell,72.10,72.30,0.20,21,Filled,21,4s ago
29675,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,73.80,74.05,0.25,34,Monitoring,22,5s ago
29676,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,75.50,75.55,0.05,47,At risk,23,1s ago
29677,Cocoa Jan 26,Chicago,D-251,Maya Chen,77.20,77.30,0.10,60,Open,24,2s ago
29678,Cotton Mar 26,Singapore,D-628,Noah Park,78.90,79.05,0.15,73,Filled,25,3s ago
29679,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,80.60,80.80,0.20,86,Monitoring,26,4s ago
29680,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,82.30,82.55,0.25,8,At risk,27,5s ago
29681,Copper Sep 26,Chicago,D-1563,Theo Ivanov,84.00,84.05,0.05,16,Open,28,1s ago
29682,Nickel Nov 26,Singapore,D-2874,Luca Perez,85.70,85.80,0.10,29,Filled,29,2s ago
29683,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,87.40,87.55,0.15,42,Monitoring,12,3s ago
29684,Lithium Mar 26,Sao Paulo,D-628,Noah Park,89.10,89.30,0.20,55,At risk,13,4s ago
29685,Cocoa May 26,Chicago,D-844,Iris Chen,90.80,91.05,0.25,68,Open,14,5s ago
29686,Cotton Jul 26,Singapore,D-1071,Sofia Bell,60.50,60.55,0.05,81,Filled,15,1s ago
29687,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,62.20,62.30,0.10,94,Monitoring,16,2s ago
29688,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,63.90,64.05,0.15,11,At risk,17,3s ago
29689,Copper Jan 26,Chicago,D-251,Maya Chen,65.60,65.80,0.20,24,Open,18,4s ago
29690,Nickel Mar 26,Singapore,D-628,Noah Park,67.30,67.55,0.25,37,Filled,19,5s ago
29691,Aluminum May 26,Frankfurt,D-844,Iris Chen,69.00,69.05,0.05,50,Monitoring,20,1s ago
29692,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,70.70,70.80,0.10,63,At risk,21,2s ago
29693,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,72.40,72.55,0.15,76,Open,22,3s ago
29694,Cotton Nov 26,Singapore,D-2874,Luca Perez,74.10,74.30,0.20,89,Filled,23,4s ago
29695,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,75.80,76.05,0.25,8,Monitoring,24,5s ago
29696,Wheat Mar 26,Sao Paulo,D-628,Noah Park,77.50,77.55,0.05,19,At risk,25,1s ago
29697,Copper May 26,Chicago,D-844,Iris Chen,79.20,79.30,0.10,32,Open,26,2s ago
29698,Nickel Jul 26,Singapore,D-1071,Sofia Bell,80.90,81.05,0.15,45,Filled,27,3s ago
29699,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,82.60,82.80,0.20,58,Monitoring,28,4s ago
29700,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,84.30,84.55,0.25,71,At risk,29,5s ago
29701,Cocoa Jan 26,Chicago,D-251,Maya Chen,86.00,86.05,0.05,84,Open,12,1s ago
29702,Cotton Mar 26,Singapore,D-628,Noah Park,87.70,87.80,0.10,8,Filled,13,2s ago
29703,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,89.40,89.55,0.15,14,Monitoring,14,3s ago
29704,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,91.10,91.30,0.20,27,At risk,15,4s ago
29705,Copper Sep 26,Chicago,D-1563,Theo Ivanov,60.80,61.05,0.25,40,Open,16,5s ago
29706,Nickel Nov 26,Singapore,D-2874,Luca Perez,62.50,62.55,0.05,53,Filled,17,1s ago
29707,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,64.20,64.30,0.10,66,Monitoring,18,2s ago
29708,Lithium Mar 26,Sao Paulo,D-628,Noah Park,65.90,66.05,0.15,79,At risk,19,3s ago
29709,Cocoa May 26,Chicago,D-844,Iris Chen,67.60,67.80,0.20,92,Open,20,4s ago
29710,Cotton Jul 26,Singapore,D-1071,Sofia Bell,69.30,69.55,0.25,9,Filled,21,5s ago
29711,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,71.00,71.05,0.05,22,Monitoring,22,1s ago
29712,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,72.70,72.80,0.10,35,At risk,23,2s ago
29713,Copper Jan 26,Chicago,D-251,Maya Chen,74.40,74.55,0.15,48,Open,24,3s ago
29714,Nickel Mar 26,Singapore,D-628,Noah Park,76.10,76.30,0.20,61,Filled,25,4s ago
29715,Aluminum May 26,Frankfurt,D-844,Iris Chen,77.80,78.05,0.25,74,Monitoring,26,5s ago
29716,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,79.50,79.55,0.05,87,At risk,27,1s ago
29717,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,81.20,81.30,0.10,8,Open,28,2s ago
29718,Cotton Nov 26,Singapore,D-2874,Luca Perez,82.90,83.05,0.15,17,Filled,29,3s ago
29719,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,84.60,84.80,0.20,30,Monitoring,12,4s ago
29720,Wheat Mar 26,Sao Paulo,D-628,Noah Park,86.30,86.55,0.25,43,At risk,13,5s ago
29721,Copper May 26,Chicago,D-844,Iris Chen,88.00,88.05,0.05,56,Open,14,1s ago
29722,Nickel Jul 26,Singapore,D-1071,Sofia Bell,89.70,89.80,0.10,69,Filled,15,2s ago
29723,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,91.40,91.55,0.15,82,Monitoring,16,3s ago
29724,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,61.10,61.30,0.20,95,At risk,17,4s ago
29725,Cocoa Jan 26,Chicago,D-251,Maya Chen,62.80,63.05,0.25,12,Open,18,5s ago
29726,Cotton Mar 26,Singapore,D-628,Noah Park,64.50,64.55,0.05,25,Filled,19,1s ago
29727,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,66.20,66.30,0.10,38,Monitoring,20,2s ago
29728,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,67.90,68.05,0.15,51,At risk,21,3s ago
29729,Copper Sep 26,Chicago,D-1563,Theo Ivanov,69.60,69.80,0.20,64,Open,22,4s ago
29730,Nickel Nov 26,Singapore,D-2874,Luca Perez,71.30,71.55,0.25,77,Filled,23,5s ago
29731,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,73.00,73.05,0.05,90,Monitoring,24,1s ago
29732,Lithium Mar 26,Sao Paulo,D-628,Noah Park,74.70,74.80,0.10,8,At risk,25,2s ago
29733,Cocoa May 26,Chicago,D-844,Iris Chen,76.40,76.55,0.15,20,Open,26,3s ago
29734,Cotton Jul 26,Singapore,D-1071,Sofia Bell,78.10,78.30,0.20,33,Filled,27,4s ago
29735,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,79.80,80.05,0.25,46,Monitoring,28,5s ago
29736,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,81.50,81.55,0.05,59,At risk,29,1s ago
29737,Copper Jan 26,Chicago,D-251,Maya Chen,83.20,83.30,0.10,72,Open,12,2s ago
29738,Nickel Mar 26,Singapore,D-628,Noah Park,84.90,85.05,0.15,85,Filled,13,3s ago
29739,Aluminum May 26,Frankfurt,D-844,Iris Chen,86.60,86.80,0.20,8,Monitoring,14,4s ago
29740,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,88.30,88.55,0.25,15,At risk,15,5s ago
29741,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,90.00,90.05,0.05,28,Open,16,1s ago
29742,Cotton Nov 26,Singapore,D-2874,Luca Perez,91.70,91.80,0.10,41,Filled,17,2s ago
29743,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,61.40,61.55,0.15,54,Monitoring,18,3s ago
29744,Wheat Mar 26,Sao Paulo,D-628,Noah Park,63.10,63.30,0.20,67,At risk,19,4s ago
29745,Copper May 26,Chicago,D-844,Iris Chen,64.80,65.05,0.25,80,Open,20,5s ago
29746,Nickel Jul 26,Singapore,D-1071,Sofia Bell,66.50,66.55,0.05,93,Filled,21,1s ago
29747,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,68.20,68.30,0.10,10,Monitoring,22,2s ago
29748,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,69.90,70.05,0.15,23,At risk,23,3s ago
29749,Cocoa Jan 26,Chicago,D-251,Maya Chen,71.60,71.80,0.20,36,Open,24,4s ago
29750,Cotton Mar 26,Singapore,D-628,Noah Park,73.30,73.55,0.25,49,Filled,25,5s ago
29751,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,75.00,75.05,0.05,62,Monitoring,26,1s ago
29752,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,76.70,76.80,0.10,75,At risk,27,2s ago
29753,Copper Sep 26,Chicago,D-1563,Theo Ivanov,78.40,78.55,0.15,88,Open,28,3s ago
29754,Nickel Nov 26,Singapore,D-2874,Luca Perez,80.10,80.30,0.20,8,Filled,29,4s ago
29755,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,81.80,82.05,0.25,18,Monitoring,12,5s ago
29756,Lithium Mar 26,Sao Paulo,D-628,Noah Park,83.50,83.55,0.05,31,At risk,13,1s ago
29757,Cocoa May 26,Chicago,D-844,Iris Chen,85.20,85.30,0.10,44,Open,14,2s ago
29758,Cotton Jul 26,Singapore,D-1071,Sofia Bell,86.90,87.05,0.15,57,Filled,15,3s ago
29759,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,88.60,88.80,0.20,70,Monitoring,16,4s ago
29760,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,90.30,90.55,0.25,83,At risk,17,5s ago
29761,Copper Jan 26,Chicago,D-251,Maya Chen,60.00,60.05,0.05,8,Open,18,1s ago
29762,Nickel Mar 26,Singapore,D-628,Noah Park,61.70,61.80,0.10,13,Filled,19,2s ago
29763,Aluminum May 26,Frankfurt,D-844,Iris Chen,63.40,63.55,0.15,26,Monitoring,20,3s ago
29764,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,65.10,65.30,0.20,39,At risk,21,4s ago
29765,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,66.80,67.05,0.25,52,Open,22,5s ago
29766,Cotton Nov 26,Singapore,D-2874,Luca Perez,68.50,68.55,0.05,65,Filled,23,1s ago
29767,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,70.20,70.30,0.10,78,Monitoring,24,2s ago
29768,Wheat Mar 26,Sao Paulo,D-628,Noah Park,71.90,72.05,0.15,91,At risk,25,3s ago
29769,Copper May 26,Chicago,D-844,Iris Chen,73.60,73.80,0.20,8,Open,26,4s ago
29770,Nickel Jul 26,Singapore,D-1071,Sofia Bell,75.30,75.55,0.25,21,Filled,27,5s ago
29771,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,77.00,77.05,0.05,34,Monitoring,28,1s ago
29772,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,78.70,78.80,0.10,47,At risk,29,2s ago
29773,Cocoa Jan 26,Chicago,D-251,Maya Chen,80.40,80.55,0.15,60,Open,12,3s ago
29774,Cotton Mar 26,Singapore,D-628,Noah Park,82.10,82.30,0.20,73,Filled,13,4s ago
29775,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,83.80,84.05,0.25,86,Monitoring,14,5s ago
29776,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,85.50,85.55,0.05,8,At risk,15,1s ago
29777,Copper Sep 26,Chicago,D-1563,Theo Ivanov,87.20,87.30,0.10,16,Open,16,2s ago
29778,Nickel Nov 26,Singapore,D-2874,Luca Perez,88.90,89.05,0.15,29,Filled,17,3s ago
29779,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,90.60,90.80,0.20,42,Monitoring,18,4s ago
29780,Lithium Mar 26,Sao Paulo,D-628,Noah Park,60.30,60.55,0.25,55,At risk,19,5s ago
29781,Cocoa May 26,Chicago,D-844,Iris Chen,62.00,62.05,0.05,68,Open,20,1s ago
29782,Cotton Jul 26,Singapore,D-1071,Sofia Bell,63.70,63.80,0.10,81,Filled,21,2s ago
29783,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,65.40,65.55,0.15,94,Monitoring,22,3s ago
29784,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,67.10,67.30,0.20,11,At risk,23,4s ago
29785,Copper Jan 26,Chicago,D-251,Maya Chen,68.80,69.05,0.25,24,Open,24,5s ago
29786,Nickel Mar 26,Singapore,D-628,Noah Park,70.50,70.55,0.05,37,Filled,25,1s ago
29787,Aluminum May 26,Frankfurt,D-844,Iris Chen,72.20,72.30,0.10,50,Monitoring,26,2s ago
29788,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,73.90,74.05,0.15,63,At risk,27,3s ago
29789,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,75.60,75.80,0.20,76,Open,28,4s ago
29790,Cotton Nov 26,Singapore,D-2874,Luca Perez,77.30,77.55,0.25,89,Filled,29,5s ago
29791,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,79.00,79.05,0.05,8,Monitoring,12,1s ago
29792,Wheat Mar 26,Sao Paulo,D-628,Noah Park,80.70,80.80,0.10,19,At risk,13,2s ago
29793,Copper May 26,Chicago,D-844,Iris Chen,82.40,82.55,0.15,32,Open,14,3s ago
29794,Nickel Jul 26,Singapore,D-1071,Sofia Bell,84.10,84.30,0.20,45,Filled,15,4s ago
29795,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,85.80,86.05,0.25,58,Monitoring,16,5s ago
29796,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,87.50,87.55,0.05,71,At risk,17,1s ago
29797,Cocoa Jan 26,Chicago,D-251,Maya Chen,89.20,89.30,0.10,84,Open,18,2s ago
29798,Cotton Mar 26,Singapore,D-628,Noah Park,90.90,91.05,0.15,8,Filled,19,3s ago
29799,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,60.60,60.80,0.20,14,Monitoring,20,4s ago
29800,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,62.30,62.55,0.25,27,At risk,21,5s ago
29801,Copper Sep 26,Chicago,D-1563,Theo Ivanov,64.00,64.05,0.05,40,Open,22,1s ago
29802,Nickel Nov 26,Singapore,D-2874,Luca Perez,65.70,65.80,0.10,53,Filled,23,2s ago
29803,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,67.40,67.55,0.15,66,Monitoring,24,3s ago
29804,Lithium Mar 26,Sao Paulo,D-628,Noah Park,69.10,69.30,0.20,79,At risk,25,4s ago
29805,Cocoa May 26,Chicago,D-844,Iris Chen,70.80,71.05,0.25,92,Open,26,5s ago
29806,Cotton Jul 26,Singapore,D-1071,Sofia Bell,72.50,72.55,0.05,9,Filled,27,1s ago
29807,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,74.20,74.30,0.10,22,Monitoring,28,2s ago
29808,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,75.90,76.05,0.15,35,At risk,29,3s ago
29809,Copper Jan 26,Chicago,D-251,Maya Chen,77.60,77.80,0.20,48,Open,12,4s ago
29810,Nickel Mar 26,Singapore,D-628,Noah Park,79.30,79.55,0.25,61,Filled,13,5s ago
29811,Aluminum May 26,Frankfurt,D-844,Iris Chen,81.00,81.05,0.05,74,Monitoring,14,1s ago
29812,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,82.70,82.80,0.10,87,At risk,15,2s ago
29813,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,84.40,84.55,0.15,8,Open,16,3s ago
29814,Cotton Nov 26,Singapore,D-2874,Luca Perez,86.10,86.30,0.20,17,Filled,17,4s ago
29815,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,87.80,88.05,0.25,30,Monitoring,18,5s ago
29816,Wheat Mar 26,Sao Paulo,D-628,Noah Park,89.50,89.55,0.05,43,At risk,19,1s ago
29817,Copper May 26,Chicago,D-844,Iris Chen,91.20,91.30,0.10,56,Open,20,2s ago
29818,Nickel Jul 26,Singapore,D-1071,Sofia Bell,60.90,61.05,0.15,69,Filled,21,3s ago
29819,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,62.60,62.80,0.20,82,Monitoring,22,4s ago
29820,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,64.30,64.55,0.25,95,At risk,23,5s ago
29821,Cocoa Jan 26,Chicago,D-251,Maya Chen,66.00,66.05,0.05,12,Open,24,1s ago
29822,Cotton Mar 26,Singapore,D-628,Noah Park,67.70,67.80,0.10,25,Filled,25,2s ago
29823,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,69.40,69.55,0.15,38,Monitoring,26,3s ago
29824,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,71.10,71.30,0.20,51,At risk,27,4s ago
29825,Copper Sep 26,Chicago,D-1563,Theo Ivanov,72.80,73.05,0.25,64,Open,28,5s ago
29826,Nickel Nov 26,Singapore,D-2874,Luca Perez,74.50,74.55,0.05,77,Filled,29,1s ago
29827,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,76.20,76.30,0.10,90,Monitoring,12,2s ago
29828,Lithium Mar 26,Sao Paulo,D-628,Noah Park,77.90,78.05,0.15,8,At risk,13,3s ago
29829,Cocoa May 26,Chicago,D-844,Iris Chen,79.60,79.80,0.20,20,Open,14,4s ago
29830,Cotton Jul 26,Singapore,D-1071,Sofia Bell,81.30,81.55,0.25,33,Filled,15,5s ago
29831,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,83.00,83.05,0.05,46,Monitoring,16,1s ago
29832,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,84.70,84.80,0.10,59,At risk,17,2s ago
29833,Copper Jan 26,Chicago,D-251,Maya Chen,86.40,86.55,0.15,72,Open,18,3s ago
29834,Nickel Mar 26,Singapore,D-628,Noah Park,88.10,88.30,0.20,85,Filled,19,4s ago
29835,Aluminum May 26,Frankfurt,D-844,Iris Chen,89.80,90.05,0.25,8,Monitoring,20,5s ago
29836,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,91.50,91.55,0.05,15,At risk,21,1s ago
29837,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,61.20,61.30,0.10,28,Open,22,2s ago
29838,Cotton Nov 26,Singapore,D-2874,Luca Perez,62.90,63.05,0.15,41,Filled,23,3s ago
29839,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,64.60,64.80,0.20,54,Monitoring,24,4s ago
29840,Wheat Mar 26,Sao Paulo,D-628,Noah Park,66.30,66.55,0.25,67,At risk,25,5s ago
29841,Copper May 26,Chicago,D-844,Iris Chen,68.00,68.05,0.05,80,Open,26,1s ago
29842,Nickel Jul 26,Singapore,D-1071,Sofia Bell,69.70,69.80,0.10,93,Filled,27,2s ago
29843,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,71.40,71.55,0.15,10,Monitoring,28,3s ago
29844,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,73.10,73.30,0.20,23,At risk,29,4s ago
29845,Cocoa Jan 26,Chicago,D-251,Maya Chen,74.80,75.05,0.25,36,Open,12,5s ago
29846,Cotton Mar 26,Singapore,D-628,Noah Park,76.50,76.55,0.05,49,Filled,13,1s ago
29847,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,78.20,78.30,0.10,62,Monitoring,14,2s ago
29848,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,79.90,80.05,0.15,75,At risk,15,3s ago
29849,Copper Sep 26,Chicago,D-1563,Theo Ivanov,81.60,81.80,0.20,88,Open,16,4s ago
29850,Nickel Nov 26,Singapore,D-2874,Luca Perez,83.30,83.55,0.25,8,Filled,17,5s ago
29851,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,85.00,85.05,0.05,18,Monitoring,18,1s ago
29852,Lithium Mar 26,Sao Paulo,D-628,Noah Park,86.70,86.80,0.10,31,At risk,19,2s ago
29853,Cocoa May 26,Chicago,D-844,Iris Chen,88.40,88.55,0.15,44,Open,20,3s ago
29854,Cotton Jul 26,Singapore,D-1071,Sofia Bell,90.10,90.30,0.20,57,Filled,21,4s ago
29855,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,91.80,92.05,0.25,70,Monitoring,22,5s ago
29856,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,61.50,61.55,0.05,83,At risk,23,1s ago
29857,Copper Jan 26,Chicago,D-251,Maya Chen,63.20,63.30,0.10,8,Open,24,2s ago
29858,Nickel Mar 26,Singapore,D-628,Noah Park,64.90,65.05,0.15,13,Filled,25,3s ago
29859,Aluminum May 26,Frankfurt,D-844,Iris Chen,66.60,66.80,0.20,26,Monitoring,26,4s ago
29860,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,68.30,68.55,0.25,39,At risk,27,5s ago
29861,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,70.00,70.05,0.05,52,Open,28,1s ago
29862,Cotton Nov 26,Singapore,D-2874,Luca Perez,71.70,71.80,0.10,65,Filled,29,2s ago
29863,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,73.40,73.55,0.15,78,Monitoring,12,3s ago
29864,Wheat Mar 26,Sao Paulo,D-628,Noah Park,75.10,75.30,0.20,91,At risk,13,4s ago
29865,Copper May 26,Chicago,D-844,Iris Chen,76.80,77.05,0.25,8,Open,14,5s ago
29866,Nickel Jul 26,Singapore,D-1071,Sofia Bell,78.50,78.55,0.05,21,Filled,15,1s ago
29867,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,80.20,80.30,0.10,34,Monitoring,16,2s ago
29868,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,81.90,82.05,0.15,47,At risk,17,3s ago
29869,Cocoa Jan 26,Chicago,D-251,Maya Chen,83.60,83.80,0.20,60,Open,18,4s ago
29870,Cotton Mar 26,Singapore,D-628,Noah Park,85.30,85.55,0.25,73,Filled,19,5s ago
29871,Soybean Meal May 26,Frankfurt,D-844,Iris Chen,87.00,87.05,0.05,86,Monitoring,20,1s ago
29872,Wheat Jul 26,Sao Paulo,D-1071,Sofia Bell,88.70,88.80,0.10,8,At risk,21,2s ago
29873,Copper Sep 26,Chicago,D-1563,Theo Ivanov,90.40,90.55,0.15,16,Open,22,3s ago
29874,Nickel Nov 26,Singapore,D-2874,Luca Perez,60.10,60.30,0.20,29,Filled,23,4s ago
29875,Aluminum Jan 26,Frankfurt,D-251,Maya Chen,61.80,62.05,0.25,42,Monitoring,24,5s ago
29876,Lithium Mar 26,Sao Paulo,D-628,Noah Park,63.50,63.55,0.05,55,At risk,25,1s ago
29877,Cocoa May 26,Chicago,D-844,Iris Chen,65.20,65.30,0.10,68,Open,26,2s ago
29878,Cotton Jul 26,Singapore,D-1071,Sofia Bell,66.90,67.05,0.15,81,Filled,27,3s ago
29879,Soybean Meal Sep 26,Frankfurt,D-1563,Theo Ivanov,68.60,68.80,0.20,94,Monitoring,28,4s ago
29880,Wheat Nov 26,Sao Paulo,D-2874,Luca Perez,70.30,70.55,0.25,11,At risk,29,5s ago
29881,Copper Jan 26,Chicago,D-251,Maya Chen,72.00,72.05,0.05,24,Open,12,1s ago
29882,Nickel Mar 26,Singapore,D-628,Noah Park,73.70,73.80,0.10,37,Filled,13,2s ago
29883,Aluminum May 26,Frankfurt,D-844,Iris Chen,75.40,75.55,0.15,50,Monitoring,14,3s ago
29884,Lithium Jul 26,Sao Paulo,D-1071,Sofia Bell,77.10,77.30,0.20,63,At risk,15,4s ago
29885,Cocoa Sep 26,Chicago,D-1563,Theo Ivanov,78.80,79.05,0.25,76,Open,16,5s ago
29886,Cotton Nov 26,Singapore,D-2874,Luca Perez,80.50,80.55,0.05,89,Filled,17,1s ago
29887,Soybean Meal Jan 26,Frankfurt,D-251,Maya Chen,82.20,82.30,0.10,8,Monitoring,18,2s ago
29888,Wheat Mar 26,Sao Paulo,D-628,Noah Park,83.90,84.05,0.15,19,At risk,19,3s ago
29889,Copper May 26,Chicago,D-844,Iris Chen,85.60,85.80,0.20,32,Open,20,4s ago
29890,Nickel Jul 26,Singapore,D-1071,Sofia Bell,87.30,87.55,0.25,45,Filled,21,5s ago
29891,Aluminum Sep 26,Frankfurt,D-1563,Theo Ivanov,89.00,89.05,0.05,58,Monitoring,22,1s ago
29892,Lithium Nov 26,Sao Paulo,D-2874,Luca Perez,90.70,90.80,0.10,71,At risk,23,2s ago
29893,Cocoa Jan 26,Chicago,D-251,Maya Chen,60.40,60.55,0.15,84,Open,24,3s ago
